İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,goalsPrevented,kilometersCovered,numberOfSprints,topSpeed
"Dominik Reiter","857918","Bundesliga 23/24","Austrian Bundesliga","SCR Altach","6.6733333333333","100.1","15","0","2","3","1","0","1","83","42","125","66.4","22","65","37","4","5","55.555555555556","5","2","2","0","0","4","22.222222222222","21","8","9","21","47.727272727273","11","35.483870967742","32","42.666666666667","609","0","0","0","0","0","0","0","0","0","16","5","0","0","0","1","16.666666666667","2","0","0","9","94","3","8","3","248","11","9","1","0","2","3","4","0","0","0","0","0","0","0","10","2","0","0","0","0","0","4","0","0","4","9","18","43","20","0","0","0","6","12","3","60","0","0","0","0","30","113","0","0","0","22","0","1060004","16","0","0","0","0"
"Oliver Wahling","939666","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.525","78.3","12","0","0","0","0","0.29635622","0","84","43","127","66.141732283465","33","51","30","2","6","42.857142857143","11","0","0","0","0","2","22.222222222222","2","1","1","21","52.5","2","16.666666666667","23","44.230769230769","376","0","0","0","0","0","0","0","0","0","1","1","0","0","0","5","31.25","9","0","0","2","77","0","11","3","213","4","6","0","0","4","0","0","0","0","0","0","0","0","0","8","2","0","0","0","0","0","3","0","0","2","14","9","29","10","0","0","0","16","10","6","54.545454545455","0","0","0","0","40","87","0","0.0858","0","15","1","2097983","12","0","0","0","0"
"Oliver Wahling","939666","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","6.6444444444444","59.8","9","1","1","0","1","0","2","76","33","109","69.724770642202","30","48","27","3","4","44.444444444444","14","4","0","0","0","2","66.666666666667","2","2","0","24","57.142857142857","3","27.272727272727","27","50.943396226415","314","50","0","0","0","0","0","0","1","0","2","0","0","1","0","3","21.428571428571","4","0","0","2","57","1","7","1","192","6","7","0","0","5","0","0","0","0","0","0","0","0","0","7","2","0","0","0","0","0","2","0","0","3","9","3","26","8","0","0","0","14","9","4","28.571428571429","314","0","0","0","38","74","0","0","0","18","0","1862340","9","0","0","0","0"
"Simon Pirkl","355496","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.6285714285714","139.2","21","0","2","0","4","2.45131357","4","344","223","567","60.670194003527","128","216","131","20","5","25","28","16","0","0","0","20","30.30303030303","8","1","3","52","53.061224489796","4","21.052631578947","56","47.863247863248","1626","0","0","0","0","0","0","0","0","0","4","4","0","0","0","40","32.520325203252","32","0","0","5","309","6","90","43","906","19","11","2","0","16","1","4","0","0","3","0","0","0","0","28","3","0","0","0","0","0","18","0","0","20","20","66","61","15","0","0","0","123","31","19","67.857142857143","0","0","0","0","176","391","0","0.3316","0","72","1","2097991","22","0","0","0","0"
"Simon Pirkl","355496","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","6.7066666666667","201.2","30","2","4","0","2","0","4","443","349","792","55.934343434343","190","281","146","33","4","33.333333333333","56","22","4","1","1","28","34.146341463415","18","5","6","74","42.528735632184","18","33.333333333333","92","40.350877192982","2410","11.111111111111","0","0","0","0","0","0","2","0","8","10","0","2","0","56","26.415094339623","78","0","0","10","475","4","101","47","1461","16","26","2","0","56","0","7","0","0","5","0","0","0","0","31","4","0","0","0","0","0","29","0","0","33","12","82","136","36","0","0","0","212","35","36","64.285714285714","1205","0","0","0","290","584","1","0","0","87","0","1484716","30","0","0","0","0"
"Simon Pirkl","355496","Bundesliga 23/24","Austrian Bundesliga","FC Blau Weiss Linz","6.8483870967742","212.3","31","4","7","1","4","0","8","558","383","941","59.298618490967","198","393","207","35","13","33.333333333333","61","23","8","0","0","33","22.916666666667","19","6","6","112","48.908296943231","24","47.058823529412","136","48.571428571429","2672","21.052631578947","0","0","1","1","1","0","4","0","9","10","0","3","1","67","30.18018018018","50","0","0","15","618","7","134","70","1768","38","28","0","0","51","4","7","1","0","8","0","0","0","0","41","2","0","0","0","0","0","31","0","0","34","39","144","144","27","0","0","0","222","43","42","68.852459016393","668","0","0","0","311","774","0","0","0","120","0","1052240","31","0","0","0","0"
"Elias Bakatukanda","1146120","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.6857142857143","93.6","14","0","0","1","0","0.20927788","0","537","150","687","78.165938864629","379","158","57","3","3","100","34","30","1","0","0","0","0","6","1","3","40","60.606060606061","51","58.620689655172","91","59.477124183007","1248","0","0","0","0","0","0","0","0","0","5","1","0","0","0","44","35.2","75","1","0","4","179","1","51","19","999","3","15","0","0","9","0","2","0","0","3","0","0","0","0","19","4","0","0","0","0","0","14","0","0","3","3","2","62","36","0","0","0","125","23","18","52.941176470588","0","0","0","0","427","260","0","0.8262","0","57","10","2097987","14","0","0","0","0"
"Elias Bakatukanda","1146120","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","6.8666666666667","82.4","12","1","0","2","0","0","1","221","76","297","74.410774410774","132","89","26","3","1","33.333333333333","17","10","1","0","0","0","0","7","4","3","19","50","31","70.454545454545","50","60.975609756098","713","14.285714285714","0","0","0","0","0","0","1","0","7","0","0","0","1","19","33.928571428571","49","0","0","2","85","1","23","6","432","2","8","0","0","7","0","0","0","0","0","0","0","0","0","10","3","0","0","0","0","0","7","0","0","3","3","1","32","13","0","0","0","56","13","9","52.941176470588","713","0","0","0","156","142","0","0","0","30","0","1828103","12","0","0","0","0"
"Elias Bakatukanda","1146120","2. Bundesliga 24/25","2. Bundesliga","1. FC Köln","6.6","19.8","3","0","0","0","0","0","0","6","1","7","85.714285714286","4","2","0","0","0","0","1","2","1","0","0","0","0","0","0","0","1","33.333333333333","1","50","2","40","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","1","0","17","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","1","100","0","0","0","0","5","2","0","0","0","2","0","1546332","3","0","0","0","0"
"Martin Moormann","918415","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.7944444444444","122.3","18","1","3","0","0","1.28193816","1","702","240","942","74.522292993631","459","243","86","5","7","100","38","23","5","0","0","4","33.333333333333","10","2","5","53","63.095238095238","41","59.420289855072","94","61.437908496732","1509","10","0","0","0","1","0","0","0","1","4","6","0","1","0","71","31.981981981982","99","0","1","2","278","2","116","36","1269","9","15","1","0","16","0","3","0","0","1","0","0","0","0","25","3","0","0","0","0","0","17","0","0","5","7","12","59","28","0","0","0","222","28","23","60.526315789474","1509","0","0","0","517","425","2","0.3857","2","77","9","2097955","18","0","0","0","0"
"Martin Moormann","918415","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","6.9954545454545","153.9","22","0","1","1","0","0","0","557","208","765","72.81045751634","376","182","73","2","3","60","49","33","5","0","0","1","16.666666666667","9","2","5","62","62.626262626263","69","68.316831683168","131","65.5","1746","0","0","0","0","0","0","0","0","0","6","3","0","0","0","77","36.492890995261","152","0","1","2","243","0","83","32","1141","11","15","1","0","19","0","2","0","0","5","0","0","0","0","25","1","0","0","0","0","0","22","0","0","2","5","6","69","32","0","0","0","211","26","30","61.224489795918","0","0","0","0","429","342","1","0","1","68","0","1484720","22","0","0","0","0"
"Martin Moormann","918415","Bundesliga 23/24","Austrian Bundesliga","SK Rapid Wien","6.67","66.7","10","1","1","0","1","0","2","207","72","279","74.193548387097","127","82","30","2","4","80","6","4","2","0","0","2","20","1","1","0","18","64.285714285714","7","41.176470588235","25","55.555555555556","432","100","0","0","0","0","0","0","1","0","1","0","1","0","0","12","28.571428571429","13","1","0","1","96","0","35","9","392","8","6","0","1","2","1","0","0","0","1","0","0","0","0","8","0","0","0","0","0","0","4","0","0","2","5","10","20","10","0","0","0","42","8","4","66.666666666667","432","0","0","0","148","141","0","0","0","29","0","1059984","10","0","0","0","0"
"Manuel Maranda","827461","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.7125","161.1","24","0","0","1","0","1.2666876","0","1029","261","1290","79.767441860465","710","319","111","12","0","0","30","23","7","0","0","1","25","8","2","5","42","54.545454545455","94","61.842105263158","136","59.38864628821","2145","0","0","0","0","4","0","0","0","0","6","2","0","0","0","114","41.911764705882","211","1","1","2","283","1","113","40","1714","15","21","0","1","13","0","1","1","0","2","0","0","0","0","33","7","0","0","0","0","0","24","0","0","11","1","4","93","58","0","0","0","272","40","16","53.333333333333","0","0","0","0","783","507","1","0.5022","5","86","23","2097936","24","0","0","0","0"
"Manuel Maranda","827461","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","7.109375","227.5","32","0","2","2","0","0","0","1121","322","1443","77.685377685378","830","291","92","6","4","100","45","36","2","0","0","0","0","9","3","3","65","66.326530612245","121","63.684210526316","186","64.583333333333","2880","0","0","0","0","1","0","0","0","0","8","1","0","0","0","121","42.160278745645","315","0","0","0","347","0","91","41","2013","16","15","1","0","20","2","3","0","0","8","0","0","0","0","41","4","0","0","0","0","0","32","0","0","6","4","5","102","69","0","0","0","287","45","29","64.444444444444","0","0","0","0","933","515","4","0","21","87","0","1484708","32","0","0","0","0"
"Manuel Maranda","827461","Bundesliga 23/24","Austrian Bundesliga","FC Blau Weiss Linz","6.9516129032258","215.5","31","3","0","1","0","0","3","1103","345","1448","76.174033149171","862","241","60","6","0","0","27","38","3","0","0","0","0","12","7","3","38","62.295081967213","103","60.233918128655","141","60.775862068966","2789","25","0","0","0","0","0","0","3","0","9","3","2","0","1","82","34.893617021277","200","0","1","0","361","0","101","38","1846","12","13","0","0","11","1","2","0","0","9","0","0","0","0","43","3","0","0","0","0","0","31","0","0","6","0","1","91","68","0","0","0","235","46","12","44.444444444444","929.66666666667","0","0","0","997","452","3","0","6","145","0","1062171","31","0","0","0","0"
"Alem Pašić","940276","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.4894736842105","123.3","19","0","0","0","0","0.32061284","0","362","169","531","68.173258003766","160","202","98","5","4","36.363636363636","41","30","11","0","0","2","22.222222222222","17","2","7","54","43.90243902439","42","60.869565217391","96","50","1396","0","0","0","0","2","0","0","0","0","13","4","0","0","0","28","36.842105263158","55","0","0","9","223","2","47","14","881","9","39","1","0","17","2","8","0","0","2","0","0","0","0","22","6","0","0","0","0","0","16","0","0","5","11","9","96","27","0","0","0","76","28","29","70.731707317073","0","0","0","0","210","321","1","0.7935","0","84","8","2097981","19","0","0","0","0"
"Alem Pašić","940276","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","6.8153846153846","177.2","26","3","0","2","1","0","4","414","210","624","66.346153846154","220","198","93","8","9","45","62","32","6","0","0","4","36.363636363636","13","5","6","83","48.538011695906","51","60.714285714286","134","52.549019607843","1960","23.076923076923","0","0","0","1","0","0","1","2","8","5","0","0","3","30","28.846153846154","101","0","0","10","274","5","57","17","997","12","48","3","0","21","0","2","0","0","4","0","0","0","0","27","4","0","0","0","0","0","22","0","0","8","20","11","121","33","0","0","0","104","31","39","62.903225806452","653.33333333333","0","0","0","282","353","3","0","0","94","0","1484696","27","0","0","0","0"
"Alem Pašić","940276","Bundesliga 23/24","Austrian Bundesliga","FC Blau Weiss Linz","6.66875","106.7","16","0","3","1","0","0","0","329","146","475","69.263157894737","199","130","33","4","5","35.714285714286","26","16","3","0","0","0","0","8","2","2","39","48.75","48","61.538461538462","87","55.063291139241","1149","0","0","0","0","1","0","0","0","0","6","2","0","0","0","26","32.098765432099","65","0","1","4","176","0","48","20","692","8","22","0","0","8","2","4","0","0","2","0","0","0","0","18","0","0","0","0","0","0","13","0","0","4","14","0","71","30","0","0","0","81","18","18","69.230769230769","0","0","0","0","234","241","0","0","0","78","0","1185034","16","0","0","0","0"
"Fabio Varesi-Strauss","335863","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.6375","53.1","8","0","1","1","0","0.33404512","0","169","88","257","65.758754863813","85","84","32","2","5","71.428571428571","23","7","3","0","0","1","50","7","1","4","31","56.363636363636","30","60","61","58.095238095238","543","0","0","0","0","0","0","0","0","0","6","1","0","0","0","17","33.333333333333","39","0","0","0","105","0","31","10","424","3","14","0","0","10","0","2","0","0","0","0","0","0","0","9","2","0","0","0","0","0","5","0","0","2","7","2","44","20","0","0","0","51","11","11","47.826086956522","0","0","0","0","106","151","0","0.6527","0","20","2","2163838","8","0","0","0","0"
"Fabio Varesi-Strauss","335863","Bundesliga 24/25","Austrian Bundesliga","FC Blau Weiss Linz","6.5230769230769","84.8","13","0","0","1","0","0","0","166","90","256","64.84375","111","55","20","1","3","75","14","19","1","1","1","0","0","6","2","4","19","47.5","25","75.757575757576","44","60.27397260274","730","0","0","0","0","0","0","0","0","0","3","3","0","0","0","15","29.411764705882","62","0","0","3","108","1","27","9","408","4","13","1","0","4","0","0","0","0","1","0","0","0","0","10","2","0","0","0","0","0","8","0","0","1","4","2","29","8","0","0","0","51","12","8","57.142857142857","0","0","0","0","158","100","0","0","1","26","0","1533005","14","0","0","0","0"
"Fabio Varesi-Strauss","335863","Bundesliga 23/24","Austrian Bundesliga","FC Blau Weiss Linz","7.0259259259259","189.7","27","0","2","0","4","0","4","715","316","1031","69.350145489816","438","278","94","9","10","62.5","68","44","5","0","0","1","20","15","6","6","98","55.681818181818","97","55.747126436782","195","55.714285714286","2349","0","0","0","0","0","0","0","0","0","13","2","0","0","0","63","34.615384615385","135","0","0","10","360","2","120","41","1473","22","36","0","0","27","4","3","0","0","7","0","0","0","0","34","3","0","0","0","0","0","27","0","0","9","16","5","155","77","0","0","0","182","37","45","66.176470588235","0","0","0","0","541","495","2","0","0","148","0","1052255","27","0","0","0","0"
"David Riegler","1129639","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.8","40.8","6","0","0","1","0","0.16946246","0","213","62","275","77.454545454545","148","65","30","1","1","100","14","7","1","0","0","0","0","2","0","2","22","73.333333333333","23","65.714285714286","45","69.230769230769","464","0","0","0","0","0","0","0","0","0","2","0","0","0","0","25","46.296296296296","28","0","0","0","72","0","29","15","386","7","5","0","1","3","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0","0","5","0","0","1","1","0","20","12","0","0","0","54","9","10","71.428571428571","0","0","0","0","174","101","0","0.0828","1","21","1","2676824","6","0","0","0","0"
"Nico Mantl","888592","Bundesliga 25/26","Austrian Bundesliga","FC Blau Weiss Linz","6.575","52.6","8","0","0","0","0","0.02613364","0","144","67","211","68.24644549763","119","25","9","0","0","0","0","1","1","0","0","0","0","0","0","0","1","100","3","100","4","100","720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","42.857142857143","10","0","1","0","70","0","17","11","279","2","0","0","0","0","0","0","0","12","0","3","0","10","2","10","4","5","6","6","5","0","8","0","0","0","0","0","0","0","0","0","0","112","14","0","0","0","0","0","1","132","79","0","0","52","67","0","2663907","8","-4.7632","0","0","0"
"Nico Mantl","888592","Bundesliga 23/24","Austrian Bundesliga","Red Bull Salzburg","7.2","7.2","1","0","0","0","0","0","0","39","2","41","95.121951219512","36","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","77.777777777778","0","0","0","0","2","0","4","3","56","0","0","0","0","0","0","0","0","4","0","0","0","1","3","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","0","36","5","0","0","4","17","0","1180246","1","0","0","0","0"
"Nico Mantl","888592","Liga Portugal 25/26","Liga Portugal Betclic","FC Arouca","6.775","54.2","8","0","0","0","0","0.01081522","0","158","70","228","69.298245614035","121","37","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","50","0","0","1","50","720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","41.379310344828","8","0","0","0","71","0","11","7","300","1","1","0","1","1","0","0","0","26","2","1","0","11","14","17","1","3","6","5","5","0","8","0","0","0","0","0","1","0","0","0","0","116","18","0","0","0","0","0","3","142","86","0","0","53","71","0","2430571","8","-5.6893","0","0","0"
