İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,kilometersCovered,numberOfSprints,topSpeed,goalsPrevented,substitutionsIn,substitutionsOut
"William Martin","1566304","Superliga 25/26","Danish Superliga","Odense Boldklub","6.5375","52.3","8","0","2","1","1","0.64102183","1","57","10","67","85.074626865672","10","47","30","3","0","0","5","0","0","0","0","0","0","2","0","1","6","37.5","0","0","6","33.333333333333","135","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","33.333333333333","2","0","0","3","20","0","3","0","92","1","4","0","0","3","0","1","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","3","0","2","12","2","0","0","0","3","5","4","80","0","0","0","0","10","57","0","0.21","0","7","0","2079969","10","0","0","0","0","0","0"
"Ismahila Ouédraogo","1099259","Superliga 25/26","Danish Superliga","Odense Boldklub","7.1210526315789","135.3","19","0","0","0","0","0.73488083","0","964","138","1102","87.477313974592","436","528","244","4","9","75","50","17","2","0","0","0","0","4","1","1","98","63.225806451613","8","40","106","60.571428571429","1647","0","0","0","0","0","0","0","0","0","0","4","0","0","0","51","55.434782608696","44","0","0","16","175","13","71","39","1367","39","33","0","0","8","0","2","0","0","3","0","0","0","0","23","5","0","0","0","0","0","19","0","0","4","12","4","69","12","0","0","0","92","28","33","66","0","0","0","0","479","623","1","0.0939","0","115","10","2196702","19","0","0","0","0","0","0"
"Ismahila Ouédraogo","1099259","Super League 25/26","Stoiximan Super League","APS Atromitos Athinon","6.9","6.9","1","0","0","0","0","0.0259329","0","43","3","46","93.478260869565","22","21","12","0","0","0","1","1","0","0","0","0","0","0","0","0","3","33.333333333333","0","0","3","33.333333333333","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","100","2","0","1","1","6","0","3","3","60","2","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","6","0","0","0","0","3","0","0","0","0","0","0","0","24","22","0","0","0","7","2","2166687","1","0","0","0","0","0","0"
"Ismahila Ouédraogo","1099259","Super League 24/25","Stoiximan Super League","APS Atromitos Athinon","6.9633333333333","208.9","30","0","2","0","1","0","1","1073","181","1254","85.566188197767","527","552","224","14","17","85","70","30","7","0","0","6","33.333333333333","12","1","5","143","60.084033613445","17","47.222222222222","160","58.394160583942","2595","0","0","0","0","0","1","0","0","0","2","10","0","0","0","58","49.57264957265","54","0","3","15","246","14","97","54","1660","57","63","0","0","19","0","6","1","0","6","0","0","0","0","27","3","0","0","0","0","0","30","0","0","13","20","18","114","19","0","0","0","117","30","43","61.428571428571","0","0","0","0","567","705","0","0","0","197","0","1517489","30","0","0","0","0","0","0"
"Ismahila Ouédraogo","1099259","Stoiximan Super League 23/24","Stoiximan Super League","MGS Panserraikos","6.8041666666667","163.3","24","0","1","0","0","0","0","703","146","849","82.803297997644","378","326","137","9","13","68.421052631579","37","25","10","0","1","1","50","8","1","5","84","53.503184713376","18","58.064516129032","102","54.255319148936","1730","0","0","0","0","1","0","0","0","0","0","8","0","0","0","46","51.685393258427","43","0","0","11","193","8","60","32","1111","34","39","0","0","18","0","2","0","0","3","0","0","0","0","31","0","0","0","0","0","0","20","0","0","9","19","2","86","13","0","0","0","89","31","29","78.378378378378","0","1","0","0","420","431","0","0","0","157","0","1090210","24","0","0","0","0","0","0"
"Anssi Suhonen","941553","Superliga 25/26","Danish Superliga","Odense Boldklub","6.5857142857143","46.1","7","0","1","1","0","0.7437885","0","143","31","174","82.183908045977","39","104","66","7","2","50","10","1","0","0","0","6","21.428571428571","9","3","2","20","50","2","14.285714285714","22","40.740740740741","311","0","0","0","0","0","1","0","0","0","3","6","0","0","0","5","55.555555555556","2","0","0","10","81","3","11","4","275","8","6","1","0","2","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","7","4","28","32","12","0","0","0","9","1","5","50","0","0","0","0","45","129","0","0.724","0","25","0","2667877","7","0","0","0","0","0","0"
"Anssi Suhonen","941553","2. Bundesliga 24/25","2. Bundesliga","SSV Jahn Regensburg","6.6642857142857","93.3","14","0","2","0","1","0","1","184","55","239","76.987447698745","88","101","53","8","14","70","33","5","2","0","0","5","45.454545454545","10","4","4","63","53.846153846154","5","19.230769230769","68","47.552447552448","611","0","0","0","0","1","0","0","0","0","6","4","0","0","0","8","33.333333333333","2","0","0","12","102","7","20","12","400","16","27","0","0","10","0","2","0","0","0","0","0","0","0","16","1","0","0","0","0","0","6","0","0","8","20","11","75","21","0","0","0","24","17","18","54.545454545455","0","0","0","0","102","148","0","0","0","53","0","1755885","14","0","0","0","0","0","0"
"Anssi Suhonen","941553","2nd Bundesliga 23/24","2. Bundesliga","Hamburger SV","6.725","80.7","12","0","0","0","1","0","1","129","23","152","84.868421052632","50","81","55","4","6","54.545454545455","9","3","0","0","0","2","18.181818181818","7","2","3","21","55.263157894737","0","0","21","50","256","0","0","0","0","0","0","0","0","0","5","2","0","0","0","3","30","0","0","0","2","52","2","9","4","238","6","6","0","0","4","1","2","0","0","0","0","0","0","0","3","1","0","0","0","0","0","2","0","0","4","11","11","21","4","0","0","0","10","4","7","77.777777777778","0","0","0","0","57","106","0","0","0","23","0","1291134","13","0","0","0","0","0","0"
"Rasmus Falk Jensen","116660","Superliga 25/26","Danish Superliga","Odense Boldklub","6.9636363636364","153.2","22","1","4","0","3","2.6121626","4","1296","169","1465","88.464163822526","610","686","356","28","14","51.851851851852","52","32","3","0","0","1","12.5","13","2","6","87","52.409638554217","13","61.904761904762","100","53.475935828877","1972","7.6923076923077","0","0","0","0","0","0","1","0","6","7","0","0","1","35","43.20987654321","37","0","1","21","251","14","62","30","1807","21","20","0","0","28","0","5","0","0","2","0","0","0","0","38","6","0","0","0","0","0","22","0","0","28","27","8","87","8","0","0","0","81","44","31","59.615384615385","1972","0","0","0","655","810","1","0.9249","0","133","1","2068079","22","0","0","0","0","0","0"
"Rasmus Falk Jensen","116660","Superliga 24/25","Danish Superliga","FC København","7.1416666666667","85.7","12","0","2","0","1","0","1","451","34","485","92.989690721649","169","283","133","11","6","85.714285714286","16","4","0","0","0","1","33.333333333333","7","2","3","31","75.609756097561","2","100","33","76.744186046512","494","0","0","0","0","0","0","0","0","0","1","6","0","0","0","10","58.823529411765","5","0","0","3","46","3","14","9","565","9","2","0","0","4","0","2","1","0","1","0","0","0","0","3","0","0","0","0","0","0","4","0","0","10","7","3","10","0","0","0","0","17","3","10","62.5","0","0","0","0","179","309","1","0","0","28","0","1462754","12","0","0","0","0","0","0"
"Rasmus Falk Jensen","116660","Superliga 23/24","Danish Superliga","FC København","7.1866666666667","215.6","30","3","4","1","4","0","7","1395","135","1530","91.176470588235","542","853","460","31","14","50","41","29","5","0","0","0","0","23","5","14","79","51.298701298701","12","60","91","52.298850574713","2079","13.04347826087","0","0","0","0","0","0","1","2","7","16","0","1","2","48","65.753424657534","25","0","0","12","202","24","58","38","1830","25","19","1","0","30","1","4","0","0","3","0","0","0","0","27","3","0","0","0","0","0","22","0","0","31","28","5","83","8","0","0","0","73","30","28","68.292682926829","693","0","0","0","567","968","3","0","0","148","0","1046058","30","0","0","0","0","0","0"
"Rasmus Falk Jensen","116660","UEFA Champions League 23/24","UEFA Champions League","FC København","7.0285714285714","49.2","7","0","1","0","1","0.49662673","1","305","48","353","86.402266288952","141","165","78","4","3","50","19","9","2","0","0","1","100","2","1","0","30","68.181818181818","1","50","31","67.391304347826","630","0","0","0","0","0","0","0","0","0","0","2","0","0","0","19","82.608695652174","9","0","1","3","65","5","12","9","445","8","2","0","0","6","0","1","0","0","2","0","0","0","0","11","0","0","0","0","0","0","7","0","0","4","6","1","15","1","0","0","0","23","11","8","42.105263157895","0","0","0","0","160","194","0","0.0781","0","36","0","1091770","7","0","0","0","0","0","0"
"Leeroy Owusu","318581","Superliga 25/26","Danish Superliga","Odense Boldklub","6.86","171.5","25","2","6","1","1","4.4023229","3","875","228","1103","79.329102447869","432","443","257","28","18","40","37","16","1","0","0","25","24.038461538462","23","12","5","63","45.985401459854","10","43.478260869565","73","45.625","2103","8.695652173913","0","0","1","0","0","0","2","0","14","9","0","1","1","42","34.146341463415","72","0","0","24","412","14","101","36","1691","8","11","0","0","12","3","6","0","0","3","0","0","0","0","31","8","0","0","0","0","0","25","0","0","28","45","104","87","13","0","0","0","123","39","23","62.162162162162","1051.5","0","0","0","497","606","2","1.1789","0","112","5","2068077","25","0","0","0","0","0","0"
"Leeroy Owusu","318581","Superliga 23/24","Danish Superliga","Odense Boldklub","6.8857142857143","192.8","28","0","5","1","5","0","5","924","290","1214","76.112026359143","410","534","274","32","34","50.746268656716","40","16","2","0","0","20","15.037593984962","14","5","4","86","54.430379746835","12","30.769230769231","98","49.746192893401","2291","0","0","0","0","0","0","0","0","0","10","4","0","0","0","55","37.414965986395","43","0","0","19","509","8","89","37","1914","12","9","0","0","11","2","5","0","0","1","0","0","0","0","36","1","0","0","0","0","0","27","0","0","32","67","133","99","27","0","0","0","147","37","26","65","0","0","0","0","493","854","1","0","0","112","0","1047878","28","0","0","0","0","0","0"
"Max Ejdum","1133229","Superliga 25/26","Danish Superliga","Odense Boldklub","6.825","136.5","20","1","3","1","3","2.58042655","4","597","116","713","83.730715287518","196","401","239","16","4","25","28","17","2","0","0","3","33.333333333333","20","5","8","59","50.862068965517","20","57.142857142857","79","52.317880794702","1522","5","0","0","0","0","0","0","0","1","7","13","0","1","0","14","45.161290322581","39","0","0","16","190","10","14","5","1007","27","14","2","0","15","0","7","1","0","2","0","0","0","0","25","3","0","0","0","0","0","18","0","0","15","16","9","72","15","0","0","0","31","28","20","71.428571428571","1522","0","0","0","226","487","1","1.7405","1","74","6","2068107","20","0","0","0","0","0","0"
"Max Ejdum","1133229","Superliga 23/24","Danish Superliga","Odense Boldklub","6.74","67.4","10","1","0","1","1","0","2","130","35","165","78.787878787879","50","81","39","8","1","12.5","15","1","1","0","0","1","50","5","3","0","22","51.162790697674","10","47.619047619048","32","50","407","20","0","0","0","0","0","0","0","1","3","2","0","1","0","3","25","4","0","0","4","56","6","3","1","241","6","7","1","0","3","0","2","0","0","0","0","0","0","0","8","0","0","0","0","0","0","5","0","0","8","8","2","32","11","0","0","0","12","8","10","66.666666666667","407","0","0","0","62","105","0","0","0","21","0","1047908","10","0","0","0","0","0","0"
"Gustav Grubbe","980804","Superliga 25/26","Danish Superliga","Odense Boldklub","6.5","65","10","0","0","1","0","0.0375139","0","63","29","92","68.478260869565","40","23","10","1","3","75","17","3","1","0","0","1","20","1","0","1","23","58.974358974359","4","44.444444444444","27","56.25","237","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","8","0","1","5","45","0","3","0","166","3","3","0","0","7","0","0","0","0","0","0","0","0","0","9","1","0","0","0","0","0","1","0","0","1","4","5","21","5","0","0","0","8","10","10","58.823529411765","0","0","0","0","46","46","0","0.347","0","13","0","2068071","14","0","0","0","0","0","0"
"Gustav Grubbe","980804","Superliga 23/24","Danish Superliga","Odense Boldklub","6.4","51.2","8","0","0","0","0","0","0","27","20","47","57.446808510638","13","14","7","0","0","0","6","2","0","0","0","0","0","1","0","1","9","50","4","50","13","50","115","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0","0","1","27","0","2","0","92","3","3","0","0","3","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","2","2","13","4","0","0","0","4","3","2","33.333333333333","0","0","0","0","21","28","0","0","0","6","0","1187168","8","0","0","0","0","0","0"
"Tom Trybull","129916","Superliga 23/24","Danish Superliga","Odense Boldklub","7.025","140.5","20","1","0","0","0","0","1","973","129","1102","88.294010889292","514","462","180","8","2","33.333333333333","58","40","7","0","1","3","37.5","20","4","13","77","50","47","54.651162790698","124","51.666666666667","1379","5","0","0","0","0","0","0","1","0","12","8","1","0","0","41","57.746478873239","40","0","0","10","165","4","52","37","1408","17","32","1","0","31","1","3","0","0","3","0","0","0","0","23","1","0","0","0","0","0","15","0","0","8","6","8","116","39","0","0","0","71","24","33","56.896551724138","1379","1","0","0","562","548","2","0","0","115","0","1187169","20","0","0","0","0","0","0"
"Jacob Bonde","954834","Superliga 23/24","Danish Superliga","Viborg FF","6.884","172.1","25","2","3","4","0","0","2","660","140","800","82.5","340","323","165","20","2","20","27","13","1","0","0","3","30","26","10","9","36","42.352941176471","26","46.428571428571","62","43.971631205674","1794","7.6923076923077","1","0","0","0","0","0","1","1","18","8","0","1","1","50","62.5","36","1","0","6","191","11","76","45","1037","7","14","1","0","21","0","7","0","0","1","0","0","0","0","27","2","0","0","0","0","0","21","0","0","20","10","10","79","30","0","1","0","80","29","18","66.666666666667","897","0","0","0","384","426","0","0","2","94","0","1049572","25","0","0","0","0","0","0"
"Vitus Friis","2179014","Superliga 25/26","Danish Superliga","Odense Boldklub","6.6","6.6","1","0","0","0","0","0.00108679","0","3","1","4","75","2","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0.0133","0","0","0","2321745","1","0","0","0","0","0","0"
"James Gomez","1020100","Superliga 25/26","Danish Superliga","Odense Boldklub","6.5333333333333","78.4","12","1","0","0","0","0.34330318","1","358","54","412","86.893203883495","242","116","42","0","3","75","8","12","3","0","0","0","0","2","1","1","12","40","8","38.095238095238","20","39.21568627451","620","50","0","0","0","0","0","0","1","0","2","0","0","0","1","26","50.980392156863","41","1","0","1","65","1","33","17","513","1","12","0","0","6","0","0","0","0","0","0","0","0","0","13","3","0","0","0","0","0","7","0","0","0","4","2","31","13","0","0","0","51","16","4","50","620","0","0","0","259","153","0","0.2193","21","25","5","2068113","12","0","0","0","0","0","0"
"James Gomez","1020100","Superliga 23/24","Danish Superliga","Odense Boldklub","6.7833333333333","81.4","12","0","0","0","0","0","0","346","93","439","78.815489749431","194","156","67","5","7","50","17","7","2","0","0","4","80","5","1","3","32","59.259259259259","19","52.777777777778","51","56.666666666667","805","0","0","0","0","0","0","0","0","0","5","0","0","0","0","25","39.68253968254","35","0","0","6","115","1","31","13","577","8","7","0","0","2","2","1","0","0","2","0","0","0","0","10","2","0","0","0","0","0","9","0","0","5","14","5","39","17","0","0","0","63","12","11","64.705882352941","0","0","0","0","219","225","0","0","0","43","0","1316385","12","0","0","0","0","0","0"
"James Gomez","1020100","UEFA Europa League 23/24","UEFA Europa League","AC Sparta Praha","5.8","5.8","1","0","0","0","0","0.00047198","0","21","4","25","84","19","2","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","25","1","50","2","33.333333333333","45","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","6","0","0","0","33","0","2","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","4","1","0","0","0","1","2","1","100","0","0","0","0","22","3","0","0.1111","1","2","0","1207869","1","0","0","0","0","0","0"
"James Gomez","1020100","Chance Liga 23/24","Czech First League","AC Sparta Praha","6.6","33","5","0","0","0","0","0","0","234","33","267","87.640449438202","122","112","36","1","0","0","1","0","0","0","0","0","0","1","0","1","1","14.285714285714","10","58.823529411765","11","45.833333333333","319","0","0","0","0","0","0","0","0","0","1","0","0","0","0","14","56","13","0","0","1","37","0","17","7","310","0","5","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","3","0","0","1","0","0","13","7","0","0","0","25","7","1","100","0","0","0","0","135","132","0","0","2","17","0","1057725","5","0","0","0","0","0","0"
